disease,ID
Herpes Zoster Ophthalmicus,C02.256.466.930.750.466
Herpes Zoster Oticus,C02.256.466.930.750.733
Zoster Sine Herpete,C02.256.466.930.750.970
Papillomavirus Infections,C02.256.650
Warts,C02.256.650.810
Condylomata Acuminata,C02.256.650.810.217
Buschke-Lowenstein Tumor,C02.256.650.810.217.500
Epidermodysplasia Verruciformis,C02.256.650.810.345
Parvoviridae Infections,C02.256.700
Aleutian Mink Disease,C02.256.700.091
Erythema Infectiosum,C02.256.700.300
Feline Panleukopenia,C02.256.700.363
Mink Viral Enteritis,C02.256.700.550
Polyomavirus Infections,C02.256.721
"Carcinoma, Merkel Cell",C02.256.721.150
"Leukoencephalopathy, Progressive Multifocal",C02.256.721.500
Poxviridae Infections,C02.256.743
Cowpox,C02.256.743.175
"Ecthyma, Contagious",C02.256.743.193
"Ectromelia, Infectious",C02.256.743.239
Fowlpox,C02.256.743.366
Lumpy Skin Disease,C02.256.743.494
Molluscum Contagiosum,C02.256.743.611
Monkeypox,C02.256.743.615
"Myxomatosis, Infectious",C02.256.743.665
Smallpox,C02.256.743.826
Vaccinia,C02.256.743.929
"Encephalitis, Viral",C02.290
"Encephalitis, Arbovirus",C02.290.310
"Encephalitis, California",C02.290.310.140
"Encephalitis, Japanese",C02.290.310.280
"Encephalitis, St. Louis",C02.290.310.406
"Encephalitis, Tick-Borne",C02.290.310.530
West Nile Fever,C02.290.310.950
"Encephalitis, Herpes Simplex",C02.290.325
"Encephalitis, Varicella Zoster",C02.290.355
"Encephalomyelitis, Equine",C02.290.450
"Encephalomyelitis, Eastern Equine",C02.290.450.200
"Encephalomyelitis, Venezuelan Equine",C02.290.450.225
"Encephalomyelitis, Western Equine",C02.290.450.250
"Leukoencephalopathy, Progressive Multifocal",C02.290.575
Subacute Sclerosing Panencephalitis,C02.290.700
"Eye Infections, Viral",C02.325
"Conjunctivitis, Viral",C02.325.250
"Conjunctivitis, Acute Hemorrhagic",C02.325.250.250
Cytomegalovirus Retinitis,C02.325.270
Herpes Zoster Ophthalmicus,C02.325.450
"Keratitis, Herpetic",C02.325.465
"Keratitis, Dendritic",C02.325.465.450
"Fatigue Syndrome, Chronic",C02.330
"Hepatitis, Viral, Animal",C02.407
"Hepatitis, Infectious Canine",C02.407.432
Rift Valley Fever,C02.407.810
"Hepatitis, Viral, Human",C02.440
Hepatitis A,C02.440.420
Hepatitis B,C02.440.435
"Hepatitis B, Chronic",C02.440.435.100
Hepatitis C,C02.440.440
"Hepatitis C, Chronic",C02.440.440.120
Hepatitis D,C02.440.450
"Hepatitis D, Chronic",C02.440.450.100
Hepatitis E,C02.440.470
Opportunistic Infections,C02.597
AIDS-Related Opportunistic Infections,C02.597.050
Superinfection,C02.597.880
"Pneumonia, Viral",C02.705
RNA Virus Infections,C02.782
Arenaviridae Infections,C02.782.082
"Hemorrhagic Fever, American",C02.782.082.440
Lassa Fever,C02.782.082.545
Lymphocytic Choriomeningitis,C02.782.082.580
Astroviridae Infections,C02.782.105
Birnaviridae Infections,C02.782.123
Bunyaviridae Infections,C02.782.147
"Encephalitis, California",C02.782.147.340
Hantavirus Infections,C02.782.147.420
Hantavirus Pulmonary Syndrome,C02.782.147.420.380
Hemorrhagic Fever with Renal Syndrome,C02.782.147.420.400
"Hemorrhagic Fever, Crimean",C02.782.147.444
Nairobi Sheep Disease,C02.782.147.633
Phlebotomus Fever,C02.782.147.700
Rift Valley Fever,C02.782.147.810
Caliciviridae Infections,C02.782.160
Vesicular Exanthema of Swine,C02.782.160.927
"Encephalitis, Arbovirus",C02.782.310
"Encephalitis, California",C02.782.310.340
"Encephalitis, Japanese",C02.782.310.345
"Encephalitis, St. Louis",C02.782.310.350
"Encephalitis, Tick-Borne",C02.782.310.360
West Nile Fever,C02.782.310.950
Flaviviridae Infections,C02.782.350
Flavivirus Infections,C02.782.350.250
Dengue,C02.782.350.250.214
Severe Dengue,C02.782.350.250.214.200
"Encephalitis, Japanese",C02.782.350.250.300
"Encephalitis, St. Louis",C02.782.350.250.450
"Encephalitis, Tick-Borne",C02.782.350.250.500
"Hemorrhagic Fever, Omsk",C02.782.350.250.560
Kyasanur Forest Disease,C02.782.350.250.635
Louping Ill,C02.782.350.250.650
West Nile Fever,C02.782.350.250.900
Yellow Fever,C02.782.350.250.980
Zika Virus Infection,C02.782.350.250.990
Hepatitis C,C02.782.350.350
"Hepatitis C, Chronic",C02.782.350.350.120
Pestivirus Infections,C02.782.350.675
Border Disease,C02.782.350.675.100
Bovine Virus Diarrhea-Mucosal Disease,C02.782.350.675.106
Classical Swine Fever,C02.782.350.675.200
"Hemorrhagic Syndrome, Bovine",C02.782.350.675.400
"Hemorrhagic Fevers, Viral",C02.782.417
Dengue,C02.782.417.214
Severe Dengue,C02.782.417.214.200
Hemorrhagic Fever with Renal Syndrome,C02.782.417.300
"Hemorrhagic Fever, American",C02.782.417.400
"Hemorrhagic Fever, Crimean",C02.782.417.412
"Hemorrhagic Fever, Ebola",C02.782.417.415
"Hemorrhagic Fever, Omsk",C02.782.417.435
Kyasanur Forest Disease,C02.782.417.475
Lassa Fever,C02.782.417.505
Marburg Virus Disease,C02.782.417.560
Rift Valley Fever,C02.782.417.762
Yellow Fever,C02.782.417.881
Hepatitis D,C02.782.450
"Hepatitis D, Chronic",C02.782.450.100
Hepatitis E,C02.782.455
Mononegavirales Infections,C02.782.580
Borna Disease,C02.782.580.124
Filoviridae Infections,C02.782.580.250
"Hemorrhagic Fever, Ebola",C02.782.580.250.400
Marburg Virus Disease,C02.782.580.250.500
Paramyxoviridae Infections,C02.782.580.600
Avulavirus Infections,C02.782.580.600.080
Newcastle Disease,C02.782.580.600.080.600
Henipavirus Infections,C02.782.580.600.400
Morbillivirus Infections,C02.782.580.600.500
Distemper,C02.782.580.600.500.285
Measles,C02.782.580.600.500.500
Subacute Sclerosing Panencephalitis,C02.782.580.600.500.500.800
Peste-des-Petits-Ruminants,C02.782.580.600.500.600
Rinderpest,C02.782.580.600.500.700
Pneumovirus Infections,C02.782.580.600.550
Respiratory Syncytial Virus Infections,C02.782.580.600.550.750
Respirovirus Infections,C02.782.580.600.600
"Pasteurellosis, Pneumonic",C02.782.580.600.600.648
Rubulavirus Infections,C02.782.580.600.680
Mumps,C02.782.580.600.680.500
Rhabdoviridae Infections,C02.782.580.830
Ephemeral Fever,C02.782.580.830.375
"Hemorrhagic Septicemia, Viral",C02.782.580.830.450
Rabies,C02.782.580.830.750
Vesicular Stomatitis,C02.782.580.830.825
Nidovirales Infections,C02.782.600
Arterivirus Infections,C02.782.600.100
Porcine Reproductive and Respiratory Syndrome,C02.782.600.100.700
Coronaviridae Infections,C02.782.600.550
Coronavirus Infections,C02.782.600.550.200
"Enteritis, Transmissible, of Turkeys",C02.782.600.550.200.325
Feline Infectious Peritonitis,C02.782.600.550.200.360
"Gastroenteritis, Transmissible, of Swine",C02.782.600.550.200.400
Severe Acute Respiratory Syndrome,C02.782.600.550.200.750
Torovirus Infections,C02.782.600.550.800
Orthomyxoviridae Infections,C02.782.620
Influenza in Birds,C02.782.620.300
"Influenza, Human",C02.782.620.365
Picornaviridae Infections,C02.782.687
Cardiovirus Infections,C02.782.687.150
Common Cold,C02.782.687.207
Enterovirus Infections,C02.782.687.359
"Conjunctivitis, Acute Hemorrhagic",C02.782.687.359.201
Coxsackievirus Infections,C02.782.687.359.213
"Hand, Foot and Mouth Disease",C02.782.687.359.213.331
Herpangina,C02.782.687.359.213.466
"Pleurodynia, Epidemic",C02.782.687.359.213.737
Echovirus Infections,C02.782.687.359.347
Herpangina,C02.782.687.359.347.500
"Encephalomyelitis, Enzootic Porcine",C02.782.687.359.456
Hepatitis A,C02.782.687.359.500
Poliomyelitis,C02.782.687.359.764
"Poliomyelitis, Bulbar",C02.782.687.359.764.614
Postpoliomyelitis Syndrome,C02.782.687.359.764.650
Swine Vesicular Disease,C02.782.687.359.855
Foot-and-Mouth Disease,C02.782.687.484
Reoviridae Infections,C02.782.791
African Horse Sickness,C02.782.791.142
Bluetongue,C02.782.791.315
Colorado Tick Fever,C02.782.791.482
Rotavirus Infections,C02.782.791.814
Retroviridae Infections,C02.782.815
Avian Leukosis,C02.782.815.096
Deltaretrovirus Infections,C02.782.815.200
Enzootic Bovine Leukosis,C02.782.815.200.260
HTLV-I Infections,C02.782.815.200.470
"Paraparesis, Tropical Spastic",C02.782.815.200.470.710
HTLV-II Infections,C02.782.815.200.480
Lentivirus Infections,C02.782.815.616
Equine Infectious Anemia,C02.782.815.616.300
Feline Acquired Immunodeficiency Syndrome,C02.782.815.616.350
HIV Infections,C02.782.815.616.400
Acquired Immunodeficiency Syndrome,C02.782.815.616.400.040
Acute Retroviral Syndrome,C02.782.815.616.400.044
"AIDS Arteritis, Central Nervous System",C02.782.815.616.400.048
AIDS Dementia Complex,C02.782.815.616.400.049
AIDS-Associated Nephropathy,C02.782.815.616.400.050
AIDS-Related Complex,C02.782.815.616.400.080
AIDS-Related Opportunistic Infections,C02.782.815.616.400.100
HIV Enteropathy,C02.782.815.616.400.398
HIV Seropositivity,C02.782.815.616.400.500
HIV Wasting Syndrome,C02.782.815.616.400.520
HIV-Associated Lipodystrophy Syndrome,C02.782.815.616.400.550
"Pneumonia, Progressive Interstitial, of Sheep",C02.782.815.616.660
Simian Acquired Immunodeficiency Syndrome,C02.782.815.616.850
Visna,C02.782.815.616.900
"Leukemia, Feline",C02.782.815.622
Murine Acquired Immunodeficiency Syndrome,C02.782.815.650
"Pulmonary Adenomatosis, Ovine",C02.782.815.725
"Sarcoma, Avian",C02.782.815.800
Togaviridae Infections,C02.782.930
Alphavirus Infections,C02.782.930.100
Chikungunya Fever,C02.782.930.100.184
"Encephalomyelitis, Equine",C02.782.930.100.370
"Encephalomyelitis, Eastern Equine",C02.782.930.100.370.162
"Encephalomyelitis, Venezuelan Equine",C02.782.930.100.370.325
"Encephalomyelitis, Western Equine",C02.782.930.100.370.662
Rubivirus Infections,C02.782.930.700
Rubella,C02.782.930.700.700
"Rubella Syndrome, Congenital",C02.782.930.700.700.700
Sexually Transmitted Diseases,C02.800
"Sexually Transmitted Diseases, Viral",C02.800.801
Condylomata Acuminata,C02.800.801.220
Buschke-Lowenstein Tumor,C02.800.801.220.500
Herpes Genitalis,C02.800.801.350
HIV Infections,C02.800.801.400
Acquired Immunodeficiency Syndrome,C02.800.801.400.040
Acute Retroviral Syndrome,C02.800.801.400.044
"AIDS Arteritis, Central Nervous System",C02.800.801.400.048
AIDS Dementia Complex,C02.800.801.400.070
AIDS-Associated Nephropathy,C02.800.801.400.072
AIDS-Related Complex,C02.800.801.400.080
HIV Enteropathy,C02.800.801.400.480
HIV Seropositivity,C02.800.801.400.500
HIV Wasting Syndrome,C02.800.801.400.520
HIV-Associated Lipodystrophy Syndrome,C02.800.801.400.530
"Skin Diseases, Viral",C02.825
Erythema Infectiosum,C02.825.260
Exanthema Subitum,C02.825.290
Herpes Simplex,C02.825.320
Herpes Labialis,C02.825.320.320
Kaposi Varicelliform Eruption,C02.825.320.410
Molluscum Contagiosum,C02.825.550
Warts,C02.825.810
Condylomata Acuminata,C02.825.810.110
Buschke-Lowenstein Tumor,C02.825.810.110.500
Epidermodysplasia Verruciformis,C02.825.810.260
Slow Virus Diseases,C02.839
Acquired Immunodeficiency Syndrome,C02.839.040
AIDS-Related Complex,C02.839.080
Aleutian Mink Disease,C02.839.091
Equine Infectious Anemia,C02.839.375
Feline Acquired Immunodeficiency Syndrome,C02.839.400
"Leukoencephalopathy, Progressive Multifocal",C02.839.550
"Pneumonia, Progressive Interstitial, of Sheep",C02.839.660
Simian Acquired Immunodeficiency Syndrome,C02.839.850
Subacute Sclerosing Panencephalitis,C02.839.862
Visna,C02.839.900
Tumor Virus Infections,C02.928
Avian Leukosis,C02.928.120
"Carcinoma, Merkel Cell",C02.928.216
Epstein-Barr Virus Infections,C02.928.313
Burkitt Lymphoma,C02.928.313.165
Marek Disease,C02.928.489
Murine Acquired Immunodeficiency Syndrome,C02.928.650
Papillomavirus Infections,C02.928.725
"Pulmonary Adenomatosis, Ovine",C02.928.740
"Sarcoma, Avian",C02.928.800
Warts,C02.928.914
Condylomata Acuminata,C02.928.914.217
Buschke-Lowenstein Tumor,C02.928.914.217.500
Epidermodysplasia Verruciformis,C02.928.914.345
Viremia,C02.937
Zoonoses,C02.968
Parasitic Diseases,C03
Central Nervous System Parasitic Infections,C03.105
Central Nervous System Helminthiasis,C03.105.250
Neurocysticercosis,C03.105.250.550
Neuroschistosomiasis,C03.105.250.600
Central Nervous System Protozoal Infections,C03.105.300
"Malaria, Cerebral",C03.105.300.500
"Toxoplasmosis, Cerebral",C03.105.300.800
Coinfection,C03.202
"Eye Infections, Parasitic",C03.300
Acanthamoeba Keratitis,C03.300.125
"Onchocerciasis, Ocular",C03.300.562
"Toxoplasmosis, Ocular",C03.300.781
Helminthiasis,C03.335
Cestode Infections,C03.335.190
Diphyllobothriasis,C03.335.190.304
Sparganosis,C03.335.190.304.780
Echinococcosis,C03.335.190.396
"Echinococcosis, Hepatic",C03.335.190.396.314
"Echinococcosis, Pulmonary",C03.335.190.396.480
Hymenolepiasis,C03.335.190.519
Monieziasis,C03.335.190.628
Taeniasis,C03.335.190.902
Cysticercosis,C03.335.190.902.185
Neurocysticercosis,C03.335.190.902.185.550
"Helminthiasis, Animal",C03.335.349
Dictyocaulus Infections,C03.335.349.315
Dirofilariasis,C03.335.349.320
Fascioloidiasis,C03.335.349.444
Monieziasis,C03.335.349.656
Setariasis,C03.335.349.820
"Strongyle Infections, Equine",C03.335.349.840
Toxocariasis,C03.335.349.868
Nematode Infections,C03.335.508
Adenophorea Infections,C03.335.508.100
Enoplida Infections,C03.335.508.100.275
Trichinellosis,C03.335.508.100.275.882
Trichuriasis,C03.335.508.100.275.895
Larva Migrans,C03.335.508.523
"Larva Migrans, Visceral",C03.335.508.523.780
Secernentea Infections,C03.335.508.700
Ascaridida Infections,C03.335.508.700.100
Anisakiasis,C03.335.508.700.100.060
Ascariasis,C03.335.508.700.100.070
Ascaridiasis,C03.335.508.700.100.080
Toxascariasis,C03.335.508.700.100.850
Toxocariasis,C03.335.508.700.100.868
"Larva Migrans, Visceral",C03.335.508.700.100.868.420
Oxyurida Infections,C03.335.508.700.550
Oxyuriasis,C03.335.508.700.550.550
Enterobiasis,C03.335.508.700.550.550.375
Rhabditida Infections,C03.335.508.700.700
Strongyloidiasis,C03.335.508.700.700.799
Spirurida Infections,C03.335.508.700.750
Dracunculiasis,C03.335.508.700.750.299
Filariasis,C03.335.508.700.750.361
Acanthocheilonemiasis,C03.335.508.700.750.361.137
Dipetalonema Infections,C03.335.508.700.750.361.275
Dirofilariasis,C03.335.508.700.750.361.290
"Elephantiasis, Filarial",C03.335.508.700.750.361.350
Loiasis,C03.335.508.700.750.361.518
Mansonelliasis,C03.335.508.700.750.361.588
Onchocerciasis,C03.335.508.700.750.361.699
"Onchocerciasis, Ocular",C03.335.508.700.750.361.699.500
Setariasis,C03.335.508.700.750.361.852
Gnathostomiasis,C03.335.508.700.750.380
Strongylida Infections,C03.335.508.700.775
Hookworm Infections,C03.335.508.700.775.455
Ancylostomiasis,C03.335.508.700.775.455.154
Necatoriasis,C03.335.508.700.775.455.683
Oesophagostomiasis,C03.335.508.700.775.583
"Strongyle Infections, Equine",C03.335.508.700.775.773
Trichostrongyloidiasis,C03.335.508.700.775.825
Dictyocaulus Infections,C03.335.508.700.775.825.315
Haemonchiasis,C03.335.508.700.775.825.400
Ostertagiasis,C03.335.508.700.775.825.580
Trichostrongylosis,C03.335.508.700.775.825.842
Trematode Infections,C03.335.865
Clonorchiasis,C03.335.865.148
Dicrocoeliasis,C03.335.865.224
Echinostomiasis,C03.335.865.282
Fascioliasis,C03.335.865.354
Fascioloidiasis,C03.335.865.399
Opisthorchiasis,C03.335.865.685
Paragonimiasis,C03.335.865.741
Schistosomiasis,C03.335.865.859
Neuroschistosomiasis,C03.335.865.859.213
Schistosomiasis haematobia,C03.335.865.859.427
Schistosomiasis japonica,C03.335.865.859.521
Schistosomiasis mansoni,C03.335.865.859.576
"Intestinal Diseases, Parasitic",C03.432
Anisakiasis,C03.432.060
Balantidiasis,C03.432.146
Blastocystis Infections,C03.432.250
Cryptosporidiosis,C03.432.269
Dientamoebiasis,C03.432.275
"Dysentery, Amebic",C03.432.396
Giardiasis,C03.432.481
"Liver Diseases, Parasitic",C03.518
"Echinococcosis, Hepatic",C03.518.314
Fascioliasis,C03.518.424
"Liver Abscess, Amebic",C03.518.600
"Lung Diseases, Parasitic",C03.582
"Echinococcosis, Pulmonary",C03.582.314
Mesomycetozoea Infections,C03.600
Rhinosporidiosis,C03.600.700
Opportunistic Infections,C03.684
AIDS-Related Opportunistic Infections,C03.684.050
Superinfection,C03.684.880
Parasitemia,C03.695
"Parasitic Diseases, Animal",C03.701
"Helminthiasis, Animal",C03.701.377
Dictyocaulus Infections,C03.701.377.315
Dirofilariasis,C03.701.377.320
Fascioloidiasis,C03.701.377.444
Monieziasis,C03.701.377.656
Setariasis,C03.701.377.820
"Strongyle Infections, Equine",C03.701.377.840
Toxocariasis,C03.701.377.868
"Protozoan Infections, Animal",C03.701.688
Babesiosis,C03.701.688.122
Cryptosporidiosis,C03.701.688.235
Dourine,C03.701.688.367
Theileriasis,C03.701.688.735
"Toxoplasmosis, Animal",C03.701.688.817
"Trypanosomiasis, Bovine",C03.701.688.896
"Pregnancy Complications, Parasitic",C03.718
Protozoan Infections,C03.752
Amebiasis,C03.752.049
Acanthamoeba Keratitis,C03.752.049.203
Blastocystis Infections,C03.752.049.250
"Dysentery, Amebic",C03.752.049.328
Entamoebiasis,C03.752.049.407
"Liver Abscess, Amebic",C03.752.049.703
Central Nervous System Protozoal Infections,C03.752.100
Ciliophora Infections,C03.752.200
Balantidiasis,C03.752.200.146
Coccidiosis,C03.752.250
Cryptosporidiosis,C03.752.250.269
Cyclosporiasis,C03.752.250.280
Isosporiasis,C03.752.250.410
Sarcocystosis,C03.752.250.634
Toxoplasmosis,C03.752.250.800
"Toxoplasmosis, Animal",C03.752.250.800.110
"Toxoplasmosis, Cerebral",C03.752.250.800.250
"Toxoplasmosis, Congenital",C03.752.250.800.445
"Toxoplasmosis, Ocular",C03.752.250.800.640
Dientamoebiasis,C03.752.275
Euglenozoa Infections,C03.752.300
Leishmaniasis,C03.752.300.500
"Leishmaniasis, Cutaneous",C03.752.300.500.400
"Leishmaniasis, Diffuse Cutaneous",C03.752.300.500.400.350
"Leishmaniasis, Mucocutaneous",C03.752.300.500.400.385
"Leishmaniasis, Visceral",C03.752.300.500.510
Trypanosomiasis,C03.752.300.900
Chagas Disease,C03.752.300.900.200
Chagas Cardiomyopathy,C03.752.300.900.200.190
Dourine,C03.752.300.900.226
"Trypanosomiasis, African",C03.752.300.900.719
"Trypanosomiasis, Bovine",C03.752.300.900.802
Giardiasis,C03.752.400
Malaria,C03.752.530
"Malaria, Avian",C03.752.530.606
"Malaria, Cerebral",C03.752.530.620
"Malaria, Falciparum",C03.752.530.650
Blackwater Fever,C03.752.530.650.228
"Malaria, Vivax",C03.752.530.700
"Protozoan Infections, Animal",C03.752.625
Babesiosis,C03.752.625.122
Cryptosporidiosis,C03.752.625.235
Dourine,C03.752.625.367
Theileriasis,C03.752.625.735
"Toxoplasmosis, Animal",C03.752.625.817
"Trypanosomiasis, Bovine",C03.752.625.896
Tick-Borne Diseases,C03.752.875
Babesiosis,C03.752.875.175
Theileriasis,C03.752.875.850
Trichomonas Infections,C03.752.890
Trichomonas Vaginitis,C03.752.890.633
"Skin Diseases, Parasitic",C03.858
Ectoparasitic Infestations,C03.858.211
Flea Infestations,C03.858.211.250
Tungiasis,C03.858.211.250.800
Lice Infestations,C03.858.211.465
Mite Infestations,C03.858.211.480
Scabies,C03.858.211.480.708
Trombiculiasis,C03.858.211.480.869
Myiasis,C03.858.211.503
Hypodermyiasis,C03.858.211.503.398
Screw Worm Infection,C03.858.211.503.744
Tick Infestations,C03.858.211.857
Larva Migrans,C03.858.424
Leishmaniasis,C03.858.560
"Leishmaniasis, Cutaneous",C03.858.560.400
"Leishmaniasis, Diffuse Cutaneous",C03.858.560.400.350
"Leishmaniasis, Mucocutaneous",C03.858.560.400.385
Onchocerciasis,C03.858.650
Zoonoses,C03.908
Pythiosis,C03.908.650
Neoplasms,C04
Cysts,C04.182
Arachnoid Cysts,C04.182.044
Bone Cysts,C04.182.089
"Bone Cysts, Aneurysmal",C04.182.089.265
Jaw Cysts,C04.182.089.530
Nonodontogenic Cysts,C04.182.089.530.660
Odontogenic Cysts,C04.182.089.530.690
Basal Cell Nevus Syndrome,C04.182.089.530.690.150
Dentigerous Cyst,C04.182.089.530.690.310
"Odontogenic Cyst, Calcifying",C04.182.089.530.690.605
Periodontal Cyst,C04.182.089.530.690.790
Radicular Cyst,C04.182.089.530.690.790.820
Branchioma,C04.182.117
Breast Cyst,C04.182.156
Bronchogenic Cyst,C04.182.195
Chalazion,C04.182.197
Choledochal Cyst,C04.182.198
Colloid Cysts,C04.182.199
Dermoid Cyst,C04.182.201
Epidermal Cyst,C04.182.254
Esophageal Cyst,C04.182.281
Follicular Cyst,C04.182.300
Ganglion Cysts,C04.182.347
Lymphocele,C04.182.430
Mediastinal Cyst,C04.182.444
Mesenteric Cyst,C04.182.473
Mucocele,C04.182.511
Ovarian Cysts,C04.182.612
